Answer.time_in_minutes,Answer.condition,topicType,workerid,scope,endTime,item,startTime,objectType,Answer.justification,response,itemType,slide_number,type,responseTime
23.3174,undefined,SubjectTopic,60,surface,1569954811849,control6,1569954802852,Individual,undefined,0.96,control,9,trial,8997
23.3174,undefined,SubjectTopic,60,inverse,1569954854044,control2,1569954849699,Set,undefined,0.04,control,10,trial,4345
23.3174,undefined,SubjectTopic,60,inverse,1569954912789,fish,1569954894554,Individual,undefined,0.85,test,11,trial,18235
23.3174,undefined,SubjectTopic,60,inverse,1569954964968,princesses,1569954953957,Set,undefined,0.73,test,12,trial,11011
23.3174,undefined,ObjectTopic,60,surface,1569955016433,control1,1569955013171,Individual,undefined,0.98,control,13,trial,3262
23.3174,undefined,SubjectTopic,60,surface,1569955063243,iceCream,1569955060383,Individual,undefined,0.96,test,14,trial,2860
23.3174,undefined,ObjectTopic,60,surface,1569955116523,control4,1569955112995,Set,undefined,0.95,control,15,trial,3528
23.3174,undefined,ObjectTopic,60,surface,1569955164760,toys,1569955158682,Individual,undefined,0.95,test,16,trial,6078
23.3174,undefined,ObjectTopic,60,inverse,1569955225970,control3,1569955218425,Individual,undefined,0.05,control,17,trial,7545
20.93188333333333,undefined,,61,,1569956852135,practice1,1569956847932,,undefined,1,practice,3,practice,4203
20.93188333333333,undefined,,61,,1569956889029,practice2,1569956882441,,undefined,0.92,practice,4,practice,6588
20.93188333333333,undefined,SubjectTopic,61,inverse,1569956950939,fish,1569956938400,Individual,undefined,0.55,test,6,trial,12539
20.93188333333333,undefined,ObjectTopic,61,surface,1569957004444,toys,1569957000285,Individual,undefined,0.99,test,7,trial,4159
20.93188333333333,undefined,ObjectTopic,61,inverse,1569957063675,puppies,1569957056949,Set,undefined,0.61,test,8,trial,6726
20.93188333333333,undefined,ObjectTopic,61,inverse,1569957115282,iceCream,1569957109585,Set,undefined,0.28,test,9,trial,5697
20.93188333333333,undefined,SubjectTopic,61,surface,1569957170274,control1,1569957167302,Individual,undefined,1,control,10,trial,2972
20.93188333333333,undefined,ObjectTopic,61,inverse,1569957260724,games,1569957256030,Individual,undefined,0.53,test,11,trial,4694
20.93188333333333,undefined,SubjectTopic,61,inverse,1569957329289,control3,1569957318398,Set,undefined,0.98,control,12,trial,10891
20.93188333333333,undefined,SubjectTopic,61,inverse,1569957382017,princesses,1569957373635,Set,undefined,0.74,test,13,trial,8382
20.93188333333333,undefined,ObjectTopic,61,inverse,1569957442455,control4,1569957435424,Set,undefined,0.94,control,14,trial,7031
20.93188333333333,undefined,ObjectTopic,61,surface,1569957499052,control5,1569957495854,Set,undefined,0.97,control,15,trial,3198
20.93188333333333,undefined,SubjectTopic,61,inverse,1569957623653,control6,1569957612476,Individual,undefined,0.5,control,16,trial,11177
20.93188333333333,undefined,ObjectTopic,61,surface,1569957669798,control2,1569957664562,Individual,undefined,0.97,control,17,trial,5236
14.77185,undefined,,62,,1569957175628,practice1,1569957167773,,undefined,0.83,practice,3,practice,7855
14.77185,undefined,,62,,1569957199731,practice2,1569957196682,,undefined,1,practice,4,practice,3049
14.77185,undefined,ObjectTopic,62,surface,1569957247123,princesses,1569957243552,Set,undefined,1,test,6,trial,3571
14.77185,undefined,SubjectTopic,62,surface,1569957300283,toys,1569957289134,Individual,undefined,1,test,7,trial,11149
14.77185,undefined,ObjectTopic,62,inverse,1569957376803,control4,1569957350743,Set,undefined,0,control,8,trial,26060
14.77185,undefined,ObjectTopic,62,inverse,1569957430731,games,1569957422168,Set,undefined,0,test,9,trial,8563
14.77185,undefined,SubjectTopic,62,inverse,1569957489315,control5,1569957483552,Individual,undefined,0,control,10,trial,5763
14.77185,undefined,SubjectTopic,62,surface,1569957565995,iceCream,1569957533729,Individual,undefined,0.99,test,11,trial,32266
14.77185,undefined,ObjectTopic,62,surface,1569957628233,control1,1569957613677,Individual,undefined,1,control,12,trial,14556
14.77185,undefined,SubjectTopic,62,surface,1569957681376,puppies,1569957677475,Set,undefined,0.85,test,13,trial,3901
14.77185,undefined,ObjectTopic,62,surface,1569957741850,control3,1569957734864,Individual,undefined,1,control,14,trial,6986
14.77185,undefined,ObjectTopic,62,inverse,1569957819779,fish,1569957814360,Individual,undefined,0,test,15,trial,5419
14.77185,undefined,ObjectTopic,62,surface,1569957868819,control2,1569957858296,Individual,undefined,1,control,16,trial,10523
14.77185,undefined,SubjectTopic,62,inverse,1569957939298,control6,1569957932510,Individual,undefined,1,control,17,trial,6788
